S,E,I,R,Beta
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
56984,0,0,43016,0.0
58991,0,10,40999,3.3903476801546e-06
58989,2,10,40999,-0.0
58989,1,11,40999,1.5411193766480346e-06
58988,1,9,41002,1.8836222809912371e-06
58987,1,8,41004,-0.0
58987,1,5,41007,3.3905775848915862e-06
58986,1,5,41008,3.390635065947852e-06
58985,1,6,41008,5.651154248255206e-06
58983,3,4,41010,-0.0
58983,3,4,41010,-0.0
58983,2,5,41010,3.390807520811081e-06
58982,3,4,41011,-0.0
58982,3,3,41012,-0.0
58982,2,4,41012,-0.0
58982,1,5,41012,-0.0
58982,0,5,41013,3.390865009663965e-06
58981,1,5,41013,-0.0
58981,1,2,41016,-0.0
58981,1,2,41016,-0.0
58981,1,1,41017,-0.0
58981,1,1,41017,-0.0
58981,0,2,41017,-0.0
58981,0,2,41017,-0.0
58981,0,2,41017,-0.0
58981,0,1,41018,-0.0
58981,0,1,41018,-0.0
58981,0,1,41018,-0.0
58981,0,1,41018,-0.0
58981,0,1,41018,1.6954612502331258e-05
58980,1,1,41018,-0.0
58980,1,1,41018,-0.0
58980,1,1,41018,1.69548999660902e-05
58979,2,1,41018,-0.0
58979,1,2,41018,-0.0
58979,1,1,41019,-0.0
58979,1,0,41020,0.0
58979,0,1,41020,-0.0
58979,0,1,41020,-0.0
58979,0,1,41020,-0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58979,0,0,41021,0.0
58991,0,10,40999,1.6951738400773e-06
58990,1,10,40999,-0.0
58990,0,11,40999,1.5410932515526514e-06
58989,1,10,41000,1.695231314312838e-06
58988,2,7,41003,-0.0
58988,2,5,41005,-0.0
58988,1,4,41007,4.238150132230284e-06
58987,2,3,41008,-0.0
58987,2,3,41008,-0.0
58987,1,4,41008,-0.0
58987,1,1,41011,-0.0
58987,1,1,41011,-0.0
58987,0,2,41011,-0.0
58987,0,2,41011,8.476443962228966e-06
58986,1,2,41011,-0.0
58986,1,2,41011,8.47658766486963e-06
58985,2,1,41012,-0.0
58985,2,1,41012,-0.0
58985,2,0,41013,0.0
58985,2,0,41013,0.0
58985,2,0,41013,0.0
58985,2,0,41013,0.0
58985,1,1,41013,-0.0
58985,1,1,41013,-0.0
58985,1,1,41013,-0.0
58985,1,1,41013,-0.0
58985,1,0,41014,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
58985,0,0,41015,0.0
60991,0,10,38999,1.639586168451083e-06
60990,0,9,39001,3.643584558488641e-06
60988,2,9,39001,3.643704043782748e-06
60986,3,9,39002,3.643823536913754e-06
60984,4,10,39002,1.6397743670470942e-06
60983,5,9,39003,3.6440027913061374e-06
60981,4,10,39005,1.6398550368147457e-06
60980,2,12,39006,2.733136547501913e-06
60978,4,11,39007,1.490850649563628e-06
60977,4,9,39010,1.822180676502798e-06
60976,4,7,39013,4.685684297334783e-06
60974,4,8,39014,-0.0
60974,3,9,39014,-0.0
60974,2,7,39017,-0.0
60974,1,8,39017,2.0500541214288058e-06
60973,2,7,39018,2.34295742143478e-06
60972,2,6,39020,2.733495156246583e-06
60971,2,5,39022,-0.0
60971,1,4,39024,4.100309983434748e-06
60970,2,4,39024,-0.0
60970,1,3,39026,-0.0
60970,1,3,39026,5.467169646274124e-06
60969,2,3,39026,-0.0
60969,1,4,39026,4.100444488182519e-06
60968,2,4,39026,-0.0
60968,1,2,39029,-0.0
60968,0,3,39029,5.467348991820846e-06
60967,1,3,39029,5.4674386690067305e-06
60966,2,3,39029,-0.0
60966,1,4,39029,4.100646261850868e-06
60965,2,4,39029,-0.0
60965,1,5,39029,3.280570819322562e-06
60964,2,4,39030,8.201561577324322e-06
60962,4,4,39030,4.100915324300384e-06
60961,3,5,39031,-0.0
60961,3,4,39032,-0.0
60961,2,4,39033,4.100982595429865e-06
60960,2,5,39033,-0.0
60960,1,5,39034,-0.0
60960,1,4,39035,-0.0
60960,1,4,39035,-0.0
60960,1,2,39037,8.202099737532808e-06
60959,2,2,39037,-0.0
60959,2,2,39037,8.20223428862022e-06
60958,3,2,39037,-0.0
60958,3,2,39037,-0.0
60958,3,1,39038,-0.0
60958,1,3,39038,-0.0
60958,1,3,39038,-0.0
60958,1,2,39039,-0.0
60958,1,2,39039,-0.0
60958,0,3,39039,-0.0
60958,0,1,39041,1.6404737688244367e-05
60957,1,1,39041,-0.0
60957,0,2,39041,8.202503404038913e-06
60956,0,3,39041,-0.0
60956,0,2,39042,-0.0
60956,0,2,39042,-0.0
60956,0,1,39043,-0.0
60956,0,1,39043,-0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
60956,0,0,39044,0.0
61991,0,10,37999,3.226274781823168e-06
61989,2,9,38000,-0.0
61989,2,7,38002,2.304556338336525e-06
61988,2,7,38003,1.152296757897842e-05
61983,5,8,38004,4.0333639868996335e-06
61981,5,8,38006,2.0167470676497635e-06
61980,4,10,38006,3.2268473701193934e-06
61978,6,8,38008,-0.0
61978,6,7,38009,-0.0
61978,5,6,38011,2.6891262490991427e-06
61977,4,5,38014,-0.0
61977,3,5,38015,-0.0
61977,2,5,38016,6.4540071316778806e-06
61975,3,6,38016,-0.0
61975,2,5,38018,3.227107704719645e-06
61974,3,4,38019,-0.0
61974,2,4,38020,4.033949720850679e-06
61973,2,4,38021,-0.0
61973,1,5,38021,-0.0
61973,0,6,38021,-0.0
61973,0,6,38021,5.378686417203191e-06
61971,2,6,38021,5.378860004410665e-06
61969,3,6,38022,5.3790336028229164e-06
61967,3,7,38023,2.3053745196175844e-06
61966,3,7,38024,4.610823446959392e-06
61964,3,9,38024,3.586311765254377e-06
61962,2,11,38025,1.4671748960506586e-06
61961,2,9,38028,1.7932427028471314e-06
61960,1,10,38029,1.6139444803098774e-06
61959,2,8,38031,-0.0
61959,1,8,38032,4.034926322245356e-06
61957,2,8,38033,2.017528285746566e-06
61956,2,6,38036,2.6900811328469665e-06
61955,3,6,38036,-0.0
61955,2,4,38039,8.070373658300379e-06
61953,2,6,38039,-0.0
61953,2,5,38040,3.2282536761738736e-06
61952,2,4,38042,4.035382231404959e-06
61951,2,4,38043,-0.0
61951,1,3,38045,-0.0
61951,1,2,38046,-0.0
61951,0,3,38046,5.380596492927206e-06
61950,1,3,38046,-0.0
61950,1,3,38046,-0.0
61950,1,3,38046,-0.0
61950,1,2,38047,8.071025020177563e-06
61949,2,1,38048,-0.0
61949,1,1,38049,-0.0
61949,1,1,38049,-0.0
61949,1,1,38049,-0.0
61949,1,1,38049,-0.0
61949,1,0,38050,0.0
61949,1,0,38050,0.0
61949,1,0,38050,0.0
61949,1,0,38050,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
61949,0,0,38051,0.0
67991,0,10,31999,1.4707828977364651e-06
67990,0,9,32001,1.6342272556421696e-06
67989,1,5,32005,2.941652326111577e-06
67988,2,4,32006,-0.0
67988,2,3,32007,-0.0
67988,0,4,32008,3.6771194916750014e-06
67987,1,4,32008,3.677173577301543e-06
67986,2,4,32008,-0.0
67986,2,3,32009,-0.0
67986,1,4,32009,3.6772276645191657e-06
67985,0,6,32009,4.903042337770587e-06
67983,2,5,32010,-0.0
67983,2,3,32012,-0.0
67983,1,4,32012,3.677389935719224e-06
67982,2,4,32012,7.354888058603748e-06
67980,4,4,32012,3.6775522212415416e-06
67979,5,4,32012,3.6776063195987e-06
67978,5,5,32012,-0.0
67978,4,6,32012,2.451773613031667e-06
67977,4,7,32012,2.1015511549074374e-06
67976,4,8,32012,-0.0
67976,4,7,32013,-0.0
67976,4,6,32014,-0.0
67976,3,7,32014,2.101582070983036e-06
67975,4,7,32014,2.101612987968265e-06
67974,4,7,32015,2.1016439058631662e-06
67973,5,6,32016,-0.0
67973,3,8,32016,5.516896414752917e-06
67970,5,7,32018,-0.0
67970,4,6,32020,-0.0
67970,2,7,32021,2.1017675865402803e-06
67969,2,8,32021,7.356294781444482e-06
67965,5,8,32022,5.517545795630104e-06
67962,7,9,32022,3.269801097999209e-06
67960,5,11,32024,-0.0
67960,3,11,32026,-0.0
67960,2,12,32026,-0.0
67960,1,10,32029,-0.0
67960,1,5,32034,2.942907592701589e-06
67959,2,3,32036,-0.0
67959,2,3,32036,-0.0
67959,1,3,32037,-0.0
67959,1,2,32038,-0.0
67959,1,1,32039,-0.0
67959,1,1,32039,-0.0
67959,1,1,32039,-0.0
67959,0,2,32039,-0.0
67959,0,2,32039,-0.0
67959,0,1,32040,1.471475448432143e-05
67958,1,1,32040,-0.0
67958,0,2,32040,-0.0
67958,0,2,32040,7.357485505753554e-06
67957,1,1,32041,-0.0
67957,1,0,32042,0.0
67957,1,0,32042,0.0
67957,1,0,32042,0.0
67957,1,0,32042,0.0
67957,1,0,32042,0.0
67957,1,0,32042,0.0
67957,0,1,32042,-0.0
67957,0,1,32042,-0.0
67957,0,1,32042,-0.0
67957,0,1,32042,-0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
67957,0,0,32043,0.0
68991,0,10,30999,2.89892884579148e-06
68989,2,10,30999,-0.0
68989,1,11,30999,1.317733130051036e-06
68988,1,11,31000,1.317752230954527e-06
68987,1,12,31000,-0.0
68987,1,11,31001,1.3177713324117718e-06
68986,2,7,31005,2.0708135398072485e-06
68985,3,5,31007,2.8991809813727623e-06
68984,4,4,31008,3.6240287602922417e-06
68983,4,4,31009,-0.0
68983,2,5,31010,2.8992650363132948e-06
68982,2,4,31012,3.624133832014149e-06
68981,3,4,31012,-0.0
68981,3,3,31013,-0.0
68981,3,3,31013,-0.0
68981,1,5,31013,-0.0
68981,0,5,31014,-0.0
68981,0,4,31015,3.624186370159899e-06
68980,1,3,31016,-0.0
68980,0,1,31019,-0.0
68980,0,1,31019,-0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
